Mod:Item:MetaData, Localized Name
botania:lens:18, 魔力透镜：传送
botania:lens:19, 魔力透镜：变向
botania:lens:20, 魔力透镜：喜庆
botania:lens:21, 魔力透镜：闪耀
botania:lens:22, 魔力透镜：信使
botania:lens:23, 魔力透镜：绊线
botania:rune:0, 水之符文
botania:rune:1, 火之符文
botania:rune:2, 地之符文
botania:rune:3, 风之符文
botania:rune:4, 春之符文
botania:rune:5, 夏之符文
botania:rune:6, 秋之符文
botania:rune:7, 冬之符文
botania:rune:8, 魔力符文
botania:rune:9, 欲望符文
botania:rune:10, 暴食符文
botania:rune:11, 贪婪符文
botania:rune:12, 懒惰符文
botania:rune:13, 暴怒符文
botania:rune:14, 嫉妒符文
botania:rune:15, 傲慢符文
botania:manatablet, item.manaTablet.name
botania:managun, item.manaGun.name
botania:manacookie, item.manaCookie.name
botania:fertilizer, item.fertilizer.name
botania:grassseeds:0, 草地之种
botania:grassseeds:1, 寒地之种
botania:grassseeds:2, 菌丝孢子
botania:grassseeds:3, 干草之种
botania:grassseeds:4, 黄金草种
botania:grassseeds:5, 鲜草之种
botania:grassseeds:6, 焦土草种
botania:grassseeds:7, 注魔草种
botania:grassseeds:8, 异变草种
botania:dirtrod, item.dirtRod.name
botania:terraformrod, item.terraformRod.name
botania:grasshorn:0, 狂野号角
botania:grasshorn:1, 林冠号角
botania:grasshorn:2, 雪原号角
botania:manamirror, item.manaMirror.name
botania:manasteelhelm, item.manasteelHelm.name
botania:manasteelhelmreveal, item.manasteelHelmReveal.name
botania:manasteelchest, item.manasteelChest.name
botania:manasteellegs, item.manasteelLegs.name
botania:manasteelboots, item.manasteelBoots.name
botania:manasteelpick, item.manasteelPick.name
botania:manasteelshovel, item.manasteelShovel.name
botania:manasteelaxe, item.manasteelAxe.name
botania:manasteelsword, item.manasteelSword.name
botania:manasteelshears, item.manasteelShears.name
botania:terrasteelhelm, item.terrasteelHelm.name
botania:terrasteelhelmreveal, item.terrasteelHelmReveal.name
botania:terrasteelchest, item.terrasteelChest.name
botania:terrasteellegs, item.terrasteelLegs.name
botania:terrasteelboots, item.terrasteelBoots.name
botania:terrasword, item.terraSword.name
botania:tinyplanet, item.tinyPlanet.name
botania:manaring, item.manaRing.name
botania:auraring, item.auraRing.name
botania:manaringgreater, item.manaRingGreater.name
botania:auraringgreater, item.auraRingGreater.name
botania:travelbelt, item.travelBelt.name
botania:knockbackbelt, item.knockbackBelt.name
botania:icependant, item.icePendant.name
botania:lavapendant, item.lavaPendant.name
botania:magnetring, item.magnetRing.name
botania:waterring, item.waterRing.name
botania:miningring, item.miningRing.name
botania:terrapick, item.terraPick.name
botania:divacharm, item.divaCharm.name
botania:flighttiara:0, 天翼族之冠
botania:flighttiara:1, 天翼族之冠
botania:flighttiara:2, 天翼族之冠
botania:flighttiara:3, 天翼族之冠
botania:flighttiara:4, 天翼族之冠
botania:flighttiara:5, 天翼族之冠
botania:flighttiara:6, 天翼族之冠
botania:flighttiara:7, 天翼族之冠
botania:flighttiara:8, 天翼族之冠
botania:enderdagger, item.enderDagger.name
botania:quartz:0, 烟熏石英
botania:quartz:1, 魔力石英
botania:quartz:2, 烈焰石英
botania:quartz:3, 熏香石英
botania:quartz:4, 红色石英
botania:quartz:5, 精灵石英
botania:quartz:6, 金黄石英
botania:waterrod, item.waterRod.name
botania:elementiumhelm, item.elementiumHelm.name
botania:elementiumhelmreveal, item.elementiumHelmReveal.name
botania:elementiumchest, item.elementiumChest.name
botania:elementiumlegs, item.elementiumLegs.name
botania:elementiumboots, item.elementiumBoots.name
botania:elementiumpick, item.elementiumPick.name
botania:elementiumshovel, item.elementiumShovel.name
botania:elementiumaxe, item.elementiumAxe.name
botania:elementiumsword, item.elementiumSword.name
botania:elementiumshears, item.elementiumShears.name
botania:openbucket, item.openBucket.name
botania:spawnermover, item.spawnerMover.name
botania:pixiering, item.pixieRing.name
botania:supertravelbelt, item.superTravelBelt.name
botania:rainbowrod, item.rainbowRod.name
botania:tornadorod, item.tornadoRod.name
botania:firerod, item.fireRod.name
botania:vineball, item.vineBall.name
botania:slingshot, item.slingshot.name
botania:manabottle, item.manaBottle.name
botania:laputashard:0, 拉普达碎片
botania:laputashard:4, 拉普达碎片
botania:laputashard:9, 拉普达碎片
botania:laputashard:14, 拉普达碎片
botania:laputashard:19, 拉普达碎片
botania:virus:0, 僵尸病毒
botania:virus:1, 骷髅病毒
botania:reachring, item.reachRing.name
botania:skydirtrod, item.skyDirtRod.name
botania:itemfinder, item.itemFinder.name
botania:superlavapendant, item.superLavaPendant.name
botania:enderhand, item.enderHand.name
botania:glasspick, item.glassPick.name
botania:spark, item.spark.name
botania:sparkupgrade:0, 火花升级：弥散
botania:sparkupgrade:1, 火花升级：聚集
botania:sparkupgrade:2, 火花升级：扩散
botania:sparkupgrade:3, 火花升级：隔绝
botania:diviningrod, item.diviningRod.name
botania:gravityrod, item.gravityRod.name
botania:manainkwell, item.manaInkwell.name
botania:vial:0, 魔法玻璃小瓶
botania:vial:1, 精灵玻璃烧瓶
botania:brewvial, item.brewVial.name
botania:brewflask, item.brewFlask.name
botania:bloodpendant, item.bloodPendant.name
botania:missilerod, item.missileRod.name
botania:holycloak, item.holyCloak.name
botania:unholycloak, item.unholyCloak.name
botania:balancecloak, item.balanceCloak.name
botania:craftinghalo, item.craftingHalo.name
botania:blacklotus:0, 黑莲花
botania:blacklotus:1, 暗黑莲花
botania:monocle, item.monocle.name
botania:clip, item.clip.name
botania:cobblerod, item.cobbleRod.name
botania:smeltrod, item.smeltRod.name
botania:worldseed, item.worldSeed.name
botania:spellcloth, item.spellCloth.name
botania:thornchakram:0, 荆棘飞轮
botania:thornchakram:1, 闪耀飞轮
botania:overgrowthseed, item.overgrowthSeed.name
botania:craftpattern:0, 合成模板#1：1x1
botania:craftpattern:1, 合成模板#2：2x2
botania:craftpattern:2, 合成模板#3：1x2
botania:craftpattern:3, 合成模板#4：2x1
botania:craftpattern:4, 合成模板#5：1x3
botania:craftpattern:5, 合成模板#6：3x1
botania:craftpattern:6, 合成模板#7：2x3
botania:craftpattern:7, 合成模板#8：3x2
botania:craftpattern:8, 合成模板#9：圈形
botania:ancientwill:0, 艾琳的意志
botania:ancientwill:1, 达洛克的意志
botania:ancientwill:2, 古赞的意志
botania:ancientwill:3, 托拉格的意志
botania:ancientwill:4, 威拉克的意志
botania:ancientwill:5, 卡瑞的意志
botania:corporeaspark:0, 多媒体火花
botania:corporeaspark:1, 主媒体火花
botania:livingwoodbow, item.livingwoodBow.name
botania:crystalbow, item.crystalBow.name
botania:cosmetic:0, 黑领结
botania:cosmetic:1, 黑领带
botania:cosmetic:2, 红眼镜
botania:cosmetic:3, 蓬松围巾
botania:cosmetic:4, 工程师护目镜
botania:cosmetic:5, 眼罩
botania:cosmetic:6, 中二眼罩
botania:cosmetic:7, 红丝带
botania:cosmetic:8, 粉花蕾
botania:cosmetic:9, 斑点蝴蝶结
botania:cosmetic:10, 蓝蝴蝶
botania:cosmetic:11, 猫耳
botania:cosmetic:12, 魔女别针
botania:cosmetic:13, 恶魔尾巴
botania:cosmetic:14, 神威之眼
botania:cosmetic:15, 青蛙眼
botania:cosmetic:16, 四叶草
botania:cosmetic:17, 时钟之眼
botania:cosmetic:18, 独角兽之角
botania:cosmetic:19, 恶魔尖角
botania:cosmetic:20, 十字头饰
botania:cosmetic:21, 植物学家徽章
botania:cosmetic:22, 远古面具
botania:cosmetic:23, 怪异面具
botania:cosmetic:24, 外星人天线
botania:cosmetic:25, 红蓝眼镜
botania:cosmetic:26, 橙色墨镜
botania:cosmetic:27, 大鼻子面具
botania:cosmetic:28, 浓眉毛
botania:cosmetic:29, 盾牌
botania:cosmetic:30, 小土豆面具
botania:cosmetic:31, 任务人标志
botania:cosmetic:32, 思考姿态
botania:swapring, item.swapRing.name
botania:flowerbag, item.flowerBag.name
botania:phantomink, item.phantomInk.name
botania:poolminecart, item.poolMinecart.name
botania:pinkinator, item.pinkinator.name
botania:infinitefruit, item.infiniteFruit.name
botania:kingkey, item.kingKey.name
botania:flugeleye, item.flugelEye.name
botania:thorring, item.thorRing.name
botania:odinring, item.odinRing.name
botania:lokiring, item.lokiRing.name
botania:dice, item.dice.name
botania:keepivy, item.keepIvy.name
botania:blackholetalisman:0, 黑洞护符
botania:recordgaia1, item.recordGaia1.name
botania:recordgaia2, item.recordGaia2.name
botania:temperancestone:0, 节制之石
botania:incensestick, item.incenseStick.name
botania:terraaxe, item.terraAxe.name
botania:waterbowl, item.waterBowl.name
botania:obediencestick, item.obedienceStick.name
botania:cacophonium, item.cacophonium.name
botania:slimebottle:0, 史莱姆罐子
botania:starsword, item.starSword.name
botania:exchangerod, item.exchangeRod.name
botania:magnetringgreater, item.magnetRingGreater.name
botania:thundersword, item.thunderSword.name
botania:manaweavehelm, item.manaweaveHelm.name
botania:manaweavechest, item.manaweaveChest.name
botania:manaweavelegs, item.manaweaveLegs.name
botania:manaweaveboots, item.manaweaveBoots.name
botania:autocraftinghalo, item.autocraftingHalo.name
botania:gaiahead, item.gaiaHead.name
botania:sextant, item.sextant.name
botania:speedupbelt, item.speedUpBelt.name
botania:baublebox, item.baubleBox.name
botania:dodgering, item.dodgeRing.name
botania:invisibilitycloak, item.invisibilityCloak.name
botania:cloudpendant, item.cloudPendant.name
botania:supercloudpendant, item.superCloudPendant.name
botania:thirdeye, item.thirdEye.name
botania:astrolabe, item.astrolabe.name
botania:goddesscharm, item.goddessCharm.name
botania:livingwood0stairs, tile.livingwood0Stairs.name
botania:livingwood0slab:0, 活木台阶
botania:livingwood0wall, tile.livingwood0Wall.name
botania:livingwood1stairs, tile.livingwood1Stairs.name
botania:livingwood1slab:0, 活木台阶
botania:livingrock0stairs, tile.livingrock0Stairs.name
botania:livingrock0slab:0, 活石台阶
botania:livingrock0wall, tile.livingrock0Wall.name
botania:livingrock1stairs, tile.livingrock1Stairs.name
botania:livingrock1slab:0, 活石砖台阶
botania:dreamwood0stairs, tile.dreamwood0Stairs.name
botania:dreamwood0slab:0, 梦之木台阶
botania:dreamwood0wall, tile.dreamwood0Wall.name
botania:dreamwood1stairs, tile.dreamwood1Stairs.name
botania:dreamwood1slab:0, 梦之木台阶
botania:quartztypedark:0, 烟熏石英块
botania:quartztypedark:1, 錾制烟熏石英块
botania:quartztypedark:2, 竖纹烟熏石英块
botania:quartzslabdarkhalf:0, 烟熏石英台阶
botania:quartzstairsdark, tile.quartzStairsDark.name
botania:quartztypemana:0, 魔力石英块
botania:quartztypemana:1, 錾制魔力石英块
botania:quartztypemana:2, 竖纹魔力石英块
botania:quartzslabmanahalf:0, 魔力石英台阶
botania:quartzstairsmana, tile.quartzStairsMana.name
botania:quartztypeblaze:0, 烈焰石英块
botania:quartztypeblaze:1, 錾制烈焰石英块
botania:quartztypeblaze:2, 竖纹烈焰石英块
botania:quartzslabblazehalf:0, 烈焰石英台阶
botania:quartzstairsblaze, tile.quartzStairsBlaze.name
botania:quartztypelavender:0, 熏香石英块
botania:quartztypelavender:1, 錾制熏香石英块
botania:quartztypelavender:2, 竖纹熏香石英块
botania:quartzslablavenderhalf:0, 熏香石英台阶
botania:quartzstairslavender, tile.quartzStairsLavender.name
botania:quartztypered:0, 红色石英块
botania:quartztypered:1, 錾制红色石英块
botania:quartztypered:2, 竖纹红色石英块
botania:quartzslabredhalf:0, 红色石英台阶
botania:quartzstairsred, tile.quartzStairsRed.name
botania:quartztypeelf:0, 精灵石英块
botania:quartztypeelf:1, 錾制精灵石英块
botania:quartztypeelf:2, 竖纹精灵石英块
botania:quartzslabelfhalf:0, 精灵石英台阶
botania:quartzstairself, tile.quartzStairsElf.name
botania:quartztypesunny:0, 金黄石英块
botania:quartztypesunny:1, 錾制金黄石英块
botania:quartztypesunny:2, 竖纹金黄石英块
botania:quartzslabsunnyhalf:0, 金黄石英台阶
botania:quartzstairssunny, tile.quartzStairsSunny.name
botania:biomestonea:0, 变质森林石头
botania:biomestonea:1, 变质平原石头
botania:biomestonea:2, 变质高山石头
botania:biomestonea:3, 变质菌丝石头
botania:biomestonea:4, 变质沼泽石头
botania:biomestonea:5, 变质沙漠石头
botania:biomestonea:6, 变质雪原石头
botania:biomestonea:7, 变质高原石头
botania:biomestonea:8, 变质森林圆石
botania:biomestonea:9, 变质平原圆石
botania:biomestonea:10, 变质高山圆石
botania:biomestonea:11, 变质菌丝圆石
botania:biomestonea:12, 变质沼泽圆石
botania:biomestonea:13, 变质沙漠圆石
botania:biomestonea:14, 变质雪原圆石
botania:biomestonea:15, 变质高原圆石
botania:biomestoneb:0, 变质森林石砖
botania:biomestoneb:1, 变质平原石砖
botania:biomestoneb:2, 变质高山石砖
botania:biomestoneb:3, 变质菌丝石砖
botania:biomestoneb:4, 变质沼泽石砖
botania:biomestoneb:5, 变质沙漠石砖
botania:biomestoneb:6, 变质雪原石砖
botania:biomestoneb:7, 变质高原石砖
botania:biomestoneb:8, 錾制变质森林石砖
botania:biomestoneb:9, 錾制变质平原石砖
botania:biomestoneb:10, 錾制变质高山石砖
botania:biomestoneb:11, 錾制变质菌丝石砖
botania:biomestoneb:12, 錾制变质沼泽石砖
botania:biomestoneb:13, 錾制变质沙漠石砖
botania:biomestoneb:14, 錾制变质雪原石砖
botania:biomestoneb:15, 錾制变质高原石砖
botania:pavement:0, 白色葡萄牙路面
botania:pavement:1, 黑色葡萄牙路面
botania:pavement:2, 蓝色葡萄牙路面
botania:pavement:3, 红色葡萄牙路面
botania:pavement:4, 黄色葡萄牙路面
botania:pavement:5, 绿色葡萄牙路面
botania:biomestonea0stairs, tile.biomeStoneA0Stairs.name
botania:biomestonea0slab:0, 变质森林石头台阶
botania:biomestonea1stairs, tile.biomeStoneA1Stairs.name
botania:biomestonea1slab:0, 变质平原石头台阶
botania:biomestonea2stairs, tile.biomeStoneA2Stairs.name
botania:biomestonea2slab:0, 变质高山石头台阶
botania:biomestonea3stairs, tile.biomeStoneA3Stairs.name
botania:biomestonea3slab:0, 变质菌丝石头台阶
botania:biomestonea4stairs, tile.biomeStoneA4Stairs.name
botania:biomestonea4slab:0, 变质沼泽石头台阶
botania:biomestonea5stairs, tile.biomeStoneA5Stairs.name
botania:biomestonea5slab:0, 变质沙漠石头台阶
botania:biomestonea6stairs, tile.biomeStoneA6Stairs.name
botania:biomestonea6slab:0, 变质雪原石头台阶
botania:biomestonea7stairs, tile.biomeStoneA7Stairs.name
botania:biomestonea7slab:0, 变质高原石头台阶
botania:biomestonea8stairs, tile.biomeStoneA8Stairs.name
botania:biomestonea8slab:0, 变质森林圆石台阶
botania:biomestonea9stairs, tile.biomeStoneA9Stairs.name
botania:biomestonea9slab:0, 变质平原圆石台阶
botania:biomestonea10stairs, tile.biomeStoneA10Stairs.name
botania:biomestonea10slab:0, 变质高山圆石台阶
botania:biomestonea11stairs, tile.biomeStoneA11Stairs.name
botania:biomestonea11slab:0, 变质菌丝圆石台阶
botania:biomestonea12stairs, tile.biomeStoneA12Stairs.name
botania:biomestonea12slab:0, 变质沼泽圆石台阶
botania:biomestonea13stairs, tile.biomeStoneA13Stairs.name
botania:biomestonea13slab:0, 变质沙漠圆石台阶
botania:biomestonea14stairs, tile.biomeStoneA14Stairs.name
botania:biomestonea14slab:0, 变质雪原圆石台阶
botania:biomestonea15stairs, tile.biomeStoneA15Stairs.name
botania:biomestonea15slab:0, 变质高原圆石台阶
botania:biomestoneb0stairs, tile.biomeStoneB0Stairs.name
botania:biomestoneb0slab:0, 变质森林石砖台阶
botania:biomestoneb1stairs, tile.biomeStoneB1Stairs.name
botania:biomestoneb1slab:0, 变质平原石砖台阶
botania:biomestoneb2stairs, tile.biomeStoneB2Stairs.name
botania:biomestoneb2slab:0, 变质高山石砖台阶
botania:biomestoneb3stairs, tile.biomeStoneB3Stairs.name
botania:biomestoneb3slab:0, 变质菌丝石砖台阶
botania:biomestoneb4stairs, tile.biomeStoneB4Stairs.name
botania:biomestoneb4slab:0, 变质沼泽石砖台阶
botania:biomestoneb5stairs, tile.biomeStoneB5Stairs.name
botania:biomestoneb5slab:0, 变质沙漠石砖台阶
botania:biomestoneb6stairs, tile.biomeStoneB6Stairs.name
botania:biomestoneb6slab:0, 变质雪原石砖台阶
botania:biomestoneb7stairs, tile.biomeStoneB7Stairs.name
botania:biomestoneb7slab:0, 变质高原石砖台阶
botania:biomestonea0wall:0, 变质森林石墙
botania:biomestonea0wall:1, 变质平原石墙
botania:biomestonea0wall:2, 变质高山石墙
botania:biomestonea0wall:3, 变质菌丝石墙
botania:biomestonea0wall:4, 变质沼泽石墙
botania:biomestonea0wall:5, 变质沙漠石墙
botania:biomestonea0wall:6, 变质雪原石墙
botania:biomestonea0wall:7, 变质高原石墙
botania:pavement0stairs, tile.pavement0Stairs.name
botania:pavement0slab:0, 白色葡萄牙台阶
botania:pavement1stairs, tile.pavement1Stairs.name
botania:pavement1slab:0, 黑色葡萄牙台阶
botania:pavement2stairs, tile.pavement2Stairs.name
botania:pavement2slab:0, 蓝色葡萄牙台阶
botania:pavement3stairs, tile.pavement3Stairs.name
botania:pavement3slab:0, 红色葡萄牙台阶
botania:pavement4stairs, tile.pavement4Stairs.name
botania:pavement4slab:0, 黄色葡萄牙台阶
botania:pavement5stairs, tile.pavement5Stairs.name
botania:pavement5slab:0, 绿色葡萄牙台阶
botania:shimmerrock0slab:0, 微光石台阶
botania:shimmerrock0stairs, tile.shimmerrock0Stairs.name
botania:shimmerwoodplanks0slab:0, 微光木板台阶
botania:shimmerwoodplanks0stairs, tile.shimmerwoodPlanks0Stairs.name
botania:managlasspane, tile.manaGlassPane.name
botania:elfglasspane, tile.elfGlassPane.name
botania:bifrostpermpane, tile.bifrostPermPane.name
buildcraftlib:guide, BuildCraft 指南书
buildcraftlib:guide_note, BuildCraft 指南注释
buildcraftlib:debugger, 作弊工具
itemfilters:filter, 物品过滤器
itemfilters:missing, 缺少物品
ftbquests:screen, 任务显示器
ftbquests:progress_detector, 任务进度检测器
ftbquests:detector:0, 红石检测器
ftbquests:detector:1, 玩家检测器
ftbquests:progress_screen, 进度显示器
ftbquests:chest, 任务箱子
ftbquests:loot_crate_storage, 奖励箱存储器
ftbquests:loot_crate_opener, 奖励箱开箱器
ftbquests:barrier, 任务屏障
ftbquests:reward_collector, Reward Collector
ftbquests:book, 任务书
ftbquests:lootcrate, 奖励箱
ftbquests:custom_icon, 自定义图标
functionalstoragelegacy:oak_1, 橡木抽屉（1x1）
functionalstoragelegacy:oak_2, 橡木抽屉（1x2）
functionalstoragelegacy:oak_4, 橡木抽屉（2x2）
functionalstoragelegacy:spruce_1, 云杉木抽屉（1x1）
functionalstoragelegacy:spruce_2, 云杉木抽屉（1x2）
functionalstoragelegacy:spruce_4, 云杉木抽屉（2x2）
functionalstoragelegacy:birch_1, 白桦木抽屉（1x1）
functionalstoragelegacy:birch_2, 白桦木抽屉（1x2）
functionalstoragelegacy:birch_4, 白桦木抽屉（2x2）
functionalstoragelegacy:jungle_1, 丛林木抽屉（1x1）
functionalstoragelegacy:jungle_2, 丛林木抽屉（1x2）
functionalstoragelegacy:jungle_4, 丛林木抽屉（2x2）
functionalstoragelegacy:acacia_1, 金合欢木抽屉（1x1）
functionalstoragelegacy:acacia_2, 金合欢木抽屉（1x2）
functionalstoragelegacy:acacia_4, 金合欢木抽屉（2x2）
functionalstoragelegacy:dark_oak_1, 深色橡木抽屉（1x1）
functionalstoragelegacy:dark_oak_2, 深色橡木抽屉（1x2）
functionalstoragelegacy:dark_oak_4, 深色橡木抽屉（2x2）
functionalstoragelegacy:framed_1, 镶框抽屉（1x1）
functionalstoragelegacy:framed_2, 镶框抽屉（1x2）
functionalstoragelegacy:framed_4, 镶框抽屉（2x2）
functionalstoragelegacy:storage_controller, 存储控制器
functionalstoragelegacy:controller_extension, 控制器扩展器
functionalstoragelegacy:compacting_drawer, 压缩抽屉
functionalstoragelegacy:simple_compacting_drawer, 简易压缩抽屉
functionalstoragelegacy:fluid_1, 流体抽屉（1x1）
functionalstoragelegacy:fluid_2, 流体抽屉（1x2）
functionalstoragelegacy:fluid_4, 流体抽屉（2x2）
functionalstoragelegacy:ender_drawer, 末影抽屉
functionalstoragelegacy:armory_cabinet, 军械柜
functionalstoragelegacy:iron_downgrade, 铁降级
functionalstoragelegacy:copper_upgrade, 铜升级
functionalstoragelegacy:gold_upgrade, 金升级
functionalstoragelegacy:diamond_upgrade, 钻石升级
functionalstoragelegacy:netherite_upgrade, 下界合金升级
functionalstoragelegacy:max_storage_upgrade, 最大存储升级
functionalstoragelegacy:creative_vending_upgrade, 创造取出升级
functionalstoragelegacy:void_upgrade, 虚空升级
functionalstoragelegacy:redstone_upgrade, 红石升级
functionalstoragelegacy:pulling_upgrade, 拉取升级
functionalstoragelegacy:pushing_upgrade, 推送升级
functionalstoragelegacy:collector_upgrade, 收集升级
functionalstoragelegacy:ore_dictionary_upgrade, 矿物词典升级
functionalstoragelegacy:wireless_pulling_upgrade, 无线拉取升级
functionalstoragelegacy:wireless_pushing_upgrade, 无线推送升级
functionalstoragelegacy:configuration_tool, 配置工具
functionalstoragelegacy:linking_tool, 链接工具
functionalstoragelegacy:stone_generation_upgrade_t1, 圆石生成升级 T1
functionalstoragelegacy:stone_generation_upgrade_t2, 圆石生成升级 T2
functionalstoragelegacy:stone_generation_upgrade_t3, 圆石生成升级 T3
functionalstoragelegacy:stone_generation_upgrade_t4, 圆石生成升级 T4
functionalstoragelegacy:water_generation_upgrade_t1, 水生成升级 T1
functionalstoragelegacy:water_generation_upgrade_t2, 水生成升级 T2
functionalstoragelegacy:water_generation_upgrade_t3, 水生成升级 T3
functionalstoragelegacy:water_generation_upgrade_t4, 水生成升级 T4
novaeng_core:hypernet_terminal_controller, HyperNet 网络终端
novaeng_core:modular_server_assembler, 模块服务器组装台（未实装）
novaeng_core:angel_block, 天使方块+
novaeng_core:singularity_core_controller, tile.novaeng_core.singularity_core_controller.name
novaeng_core:geocentric_drill_controller, §6地心钻探机控制器
novaeng_core:extendable_digital_storage_subsystem_l4, §9ECO - §bL4 §9可扩展存储子系统主机
novaeng_core:extendable_digital_storage_subsystem_l6, §9ECO - §6L6 §9可扩展存储子系统主机
novaeng_core:extendable_digital_storage_subsystem_l9, §9ECO - §5L9 §9可扩展存储子系统主机
novaeng_core:estorage_energy_cell_l4, §9ECO - §bLT4 §9高密度能量元件
novaeng_core:estorage_energy_cell_l6, §9ECO - §6LT6 §9高密度能量元件
novaeng_core:estorage_energy_cell_l9, §9ECO - §5LT9 §9高密度能量元件
novaeng_core:estorage_cell_drive, §9ECO - §bLD §9存储矩阵驱动器
novaeng_core:estorage_me_channel, §9ECO - §bLR §9ME 矩阵通讯接口
novaeng_core:estorage_vent, §9存储系统结构散热器
novaeng_core:estorage_casing, §9存储系统结构外壳
novaeng_core:extendable_fabricator_subsystem_l4, §9ECO - §bF4 §e可扩展合成子系统主机
novaeng_core:extendable_fabricator_subsystem_l6, §9ECO - §6F6 §e可扩展合成子系统主机
novaeng_core:extendable_fabricator_subsystem_l9, §9ECO - §5F9 §e可扩展合成子系统主机
novaeng_core:efabricator_parallel_proc_l4, §9ECO - §bFT4 §5并行核心
novaeng_core:efabricator_parallel_proc_l6, §9ECO - §6FT6 §5并行核心
novaeng_core:efabricator_parallel_proc_l9, §9ECO - §5FT9 §5并行核心
novaeng_core:efabricator_me_channel, §9ECO - §eFR §9ME 矩阵通讯接口
novaeng_core:efabricator_pattern_bus, §9ECO - §eFD 智能样板总线
novaeng_core:efabricator_worker, §9ECO - §eFX §b工作核心
novaeng_core:efabricator_vent, §e合成系统结构散热器
novaeng_core:efabricator_casing, §e合成系统结构外壳
novaeng_core:extendable_calculator_subsystem_l4, §9ECO - §bC4 §b可扩展计算子系统主机
novaeng_core:extendable_calculator_subsystem_l6, §9ECO - §6C6 §b可扩展计算子系统主机
novaeng_core:extendable_calculator_subsystem_l9, §9ECO - §5C9 §b可扩展计算子系统主机
novaeng_core:ecalculator_parallel_proc_l4, §9ECO - §bCT4 §5并行核心
novaeng_core:ecalculator_parallel_proc_l6, §9ECO - §6CT6 §5并行核心
novaeng_core:ecalculator_parallel_proc_l9, §9ECO - §5CT9 §5并行核心
novaeng_core:ecalculator_thread_core_l4, §9ECO - §bCM4A §b线程核心
novaeng_core:ecalculator_thread_core_l6, §9ECO - §6CM6A §b线程核心
novaeng_core:ecalculator_thread_core_l9, §9ECO - §5CM9A §b线程核心
novaeng_core:ecalculator_thread_core_hyper_l4, §9ECO - §bCM4B §9超线程核心
novaeng_core:ecalculator_thread_core_hyper_l6, §9ECO - §6CM6B §9超线程核心
novaeng_core:ecalculator_thread_core_hyper_l9, §9ECO - §5CM9B §9超线程核心
novaeng_core:ecalculator_tail_l4, §b计算系统散热总控 - §bC4
novaeng_core:ecalculator_tail_l6, §b计算系统散热总控 - §6C6
novaeng_core:ecalculator_tail_l9, §b计算系统散热总控 - §5C9
novaeng_core:ecalculator_me_channel, §9ECO - §bCR §9ME 矩阵通讯接口
novaeng_core:ecalculator_cell_drive, §9ECO - §bCD §9晶阵驱动器
novaeng_core:ecalculator_transmitter_bus, §9ECO - §bCI §b超导晶阵传输总线
novaeng_core:ecalculator_casing, §b计算系统结构外壳
novaeng_core:estorage_cell_item_16m, §9ECO - §bLE4 §9存储矩阵§a（物品）
novaeng_core:estorage_cell_item_64m, §9ECO - §6LE6 §9存储矩阵§a（物品）
novaeng_core:estorage_cell_item_256m, §9ECO - §5LE9 §9存储矩阵§a（物品）
novaeng_core:estorage_cell_fluid_16m, §9ECO - §bLE4 §9存储矩阵§b（流体）
novaeng_core:estorage_cell_fluid_64m, §9ECO - §6LE6 §9存储矩阵§b（流体）
novaeng_core:estorage_cell_fluid_256m, §9ECO - §5LE9 §9存储矩阵§b（流体）
novaeng_core:ecalculator_cell_64m, §9ECO - §bCE4 §b闪存晶阵
novaeng_core:ecalculator_cell_1024m, §9ECO - §6CE6 §b闪存晶阵
novaeng_core:ecalculator_cell_16384m, §9ECO - §5CE9 §b闪存晶阵
appliedenergistics2:quartz_ore, 赛特斯石英矿石
appliedenergistics2:charged_quartz_ore, 充能赛特斯石英矿石
appliedenergistics2:matrix_frame, 矩阵框架
appliedenergistics2:quartz_block, 赛特斯石英块
appliedenergistics2:quartz_pillar, 竖纹赛特斯石英块
appliedenergistics2:chiseled_quartz_block, 錾制赛特斯石英块
appliedenergistics2:quartz_glass, 石英玻璃
appliedenergistics2:quartz_vibrant_glass, 聚能石英玻璃
appliedenergistics2:quartz_fixture, 充能石英火把
appliedenergistics2:fluix_block, 福鲁伊克斯块
appliedenergistics2:sky_stone_block, 陨石
appliedenergistics2:smooth_sky_stone_block, 陨石块
appliedenergistics2:sky_stone_brick, 陨石石砖
appliedenergistics2:sky_stone_small_brick, 陨石砖块
appliedenergistics2:sky_stone_chest, 陨石箱子
appliedenergistics2:smooth_sky_stone_chest, 陨石块箱子
appliedenergistics2:sky_compass, 陨石罗盘
appliedenergistics2:grindstone, 石英磨具
appliedenergistics2:crank, 木质曲柄
appliedenergistics2:inscriber, 压印器
appliedenergistics2:wireless_access_point, ME无线访问点
appliedenergistics2:charger, 充能器
appliedenergistics2:tiny_tnt, 迷你TNT
appliedenergistics2:security_station, ME安全终端
appliedenergistics2:quantum_ring, ME量子环
appliedenergistics2:quantum_link, ME量子链接仓
appliedenergistics2:spatial_pylon, 空间塔
appliedenergistics2:spatial_io_port, 空间IO端口
appliedenergistics2:controller, ME控制器
appliedenergistics2:drive, ME驱动器
appliedenergistics2:chest, ME箱子
appliedenergistics2:interface, ME接口
appliedenergistics2:fluid_interface, ME流体接口
appliedenergistics2:cell_workbench, 元件工作台
appliedenergistics2:io_port, ME-IO端口
appliedenergistics2:condenser, 物质聚合器
